#Gene with GO attribute	Gene weight
CYP4A22	1
CYP4B1	1
CYP4F11	1
CYP4F12	1
CYP4F2	1
CYP4F22	1
CYP4F3	1
CYP4V2	1
CYP4X1	1
CYP4Z1	1
CYP51A1	1
CYP7A1	1
CYP7B1	1
CYP8B1	1
CYR61	1
CYS1	1
CYSLTR1	1
CYSLTR2	1
CYSTM1	1
CYTH1	1
CYTH2	1
CYTH3	1
CYTH4	1
CYTIP	1
CYTL1	1
CYYR1	1
D2HGDH	1
DAAM1	1
DAAM2	1
DAB1	1
DAB2	1
DAB2IP	1
DACH1	1
DACH2	1
DACT1	1
DACT2	1
DACT3	1
DAD1	1
DAG1	1
DAGLA	1
DAGLB	1
DAK	1
DALRD3	1
DAND5	1
DAO	1
DAOA	1
DAP	1
DAP3	1
DAPK1	1
DAPK2	1
DAPK3	1
DAPL1	1
DAPP1	1
DARC	1
DARS	1
DARS2	1
DAW1	1
DAXX	1
DAZ1	1
DAZ2	1
DAZ3	1
DAZ4	1
DAZAP1	1
DAZAP2	1
DAZL	1
DBF4	1
DBF4B	1
DBH	1
DBI	1
DBN1	1
DBNDD1	1
DBNDD2	1
DBNL	1
DBP	1
DBR1	1
DBT	1
DBX1	1
DBX2	1
DCAF10	1
DCAF11	1
DCAF12	1
DCAF13	1
DCAF15	1
DCAF16	1
DCAF17	1
DCAF4	1
DCAF5	1
DCAF6	1
DCAF7	1
DCAF8	1
DCAKD	1
DCBLD1	1
DCBLD2	1
DCC	1
DCD	1
DCDC1	1
DCDC2	1
DCDC2B	1
DCDC2C	1
DCHS1	1
DCHS2	1
DCK	1
DCLK1	1
DCLK2	1
DCLK3	1
DCLRE1A	1
DCLRE1B	1
DCLRE1C	1
DCN	1
DCP1B	1
DCP2	1
DCPS	1
DCST1	1
DCST2	1
DCSTAMP	1
DCT	1
DCTD	1
DCTN1	1
DCTN2	1
DCTN3	1
DCTN4	1
DCTN5	1
DCTN6	1
DCTPP1	1
DCUN1D1	1
DCUN1D3	1
DCUN1D4	1
DCX	1
DCXR	1
DDAH1	1
DDAH2	1
DDB1	1
DDB2	1
DDC	1
DDHD1	1
DDHD2	1
DDI1	1
DDI2	1
DDIT3	1
DDIT4	1
DDIT4L	1
DDN	1
DDO	1
DDOST	1
DDR1	1
DDR2	1
DDRGK1	1
DDT	1
DDTL	1
DDX1	1
DDX10	1
DDX11	1
DDX17	1
DDX18	1
DDX19A	1
DDX19B	1
DDX20	1
DDX21	1
DDX23	1
DDX24	1
DDX25	1
DDX27	1
DDX28	1
DDX31	1
DDX39A	1
DDX39B	1
DDX3X	1
DDX3Y	1
DDX4	1
DDX41	1
DDX42	1
DDX43	1
DDX46	1
DDX47	1
DDX49	1
DDX5	1
DDX50	1
DDX51	1
DDX52	1
DDX53	1
DDX54	1
DDX55	1
DDX56	1
DDX58	1
DDX59	1
DDX6	1
DDX60	1
DDX60L	1
DEAF1	1
1-Dec	1
DECR1	1
DECR2	1
DEDD	1
DEDD2	1
DEF6	1
DEF8	1
DEFA1	1
DEFA1B	1
DEFA3	1
DEFA4	1
DEFA5	1
DEFA6	1
DEFB1	1
DEFB103A	1
DEFB103B	1
DEFB104A	1
DEFB104B	1
DEFB105A	1
DEFB105B	1
DEFB106A	1
DEFB106B	1
DEFB107A	1
DEFB107B	1
DEFB108B	1
DEFB110	1
DEFB112	1
DEFB113	1
DEFB114	1
DEFB115	1
DEFB116	1
DEFB118	1
DEFB119	1
DEFB121	1
DEFB123	1
DEFB124	1
DEFB125	1
DEFB126	1
DEFB127	1
DEFB128	1
DEFB129	1
DEFB130	1
DEFB131	1
DEFB132	1
DEFB133	1
DEFB134	1
DEFB135	1
DEFB136	1
DEFB4A	1
DEFB4B	1
DEGS1	1
DEGS2	1
DEK	1
DENND1A	1
DENND1B	1
DENND1C	1
DENND2A	1
DENND2C	1
DENND2D	1
DENND3	1
DENND4A	1
DENND4B	1
DENND4C	1
DENND5A	1
DENND5B	1
DENND6A	1
DENND6B	1
DENR	1
DEPDC1	1
DEPDC1B	1
DEPDC4	1
DEPDC5	1
DEPDC7	1
DEPTOR	1
DERA	1
DERL1	1
DERL2	1
DERL3	1
DES	1
DESI1	1
DESI2	1
DET1	1
DFFA	1
DFFB	1
DFNA5	1
DFNB31	1
DFNB59	1
DGAT1	1
DGAT2	1
DGAT2L6	1
DGCR14	1
DGCR2	1
DGCR6	1
DGCR6L	1
DGCR8	1
DGKA	1
DGKB	1
DGKD	1
DGKE	1
DGKG	1
DGKH	1
DGKI	1
DGKQ	1
DGKZ	1
DGUOK	1
DHCR24	1
DHCR7	1
DHDDS	1
DHDH	1
DHFR	1
DHFRL1	1
DHH	1
DHODH	1
DHPS	1
DHRS1	1
DHRS11	1
DHRS12	1
DHRS13	1
DHRS2	1
DHRS3	1
DHRS4	1
DHRS4L2	1
DHRS7	1
DHRS7B	1
DHRS7C	1
DHRS9	1
DHRSX	1
DHTKD1	1
DHX15	1
DHX16	1
DHX29	1
DHX30	1
DHX32	1
DHX33	1
DHX34	1
DHX35	1
DHX36	1
DHX37	1
DHX38	1
DHX40	1
DHX57	1
DHX58	1
DHX8	1
DHX9	1
DIABLO	1
DIAPH1	1
DIAPH2	1
DIAPH3	1
DICER1	1
DIDO1	1
DIEXF	1
DIMT1	1
DIO1	1
DIO2	1
DIO3	1
DIP2A	1
DIP2B	1
DIP2C	1
DIRAS1	1
DIRAS2	1
DIRAS3	1
DIRC2	1
DIS3	1
DIS3L	1
DIS3L2	1
DISC1	1
DISP1	1
DISP2	1
DIXDC1	1
DKC1	1
DKK1	1
DKK2	1
DKK3	1
DKK4	1
DKKL1	1
DLAT	1
DLC1	1
DLD	1
DLEC1	1
DLEU1	1
DLG1	1
DLG2	1
DLG3	1
DLG4	1
DLG5	1
DLGAP1	1
DLGAP2	1
DLGAP3	1
DLGAP4	1
DLGAP5	1
DLK1	1
DLK2	1
DLL1	1
DLL3	1
DLL4	1
DLST	1
DLX1	1
DLX2	1
DLX3	1
DLX4	1
DLX5	1
DLX6	1
DMAP1	1
DMBT1	1
DMBX1	1
DMC1	1
DMD	1
DMGDH	1
DMKN	1
DMP1	1
DMPK	1
DMRT1	1
DMRT2	1
DMRT3	1
DMRTA1	1
DMRTA2	1
DMRTB1	1
DMRTC1	1
DMRTC1B	1
DMRTC2	1
DMTF1	1
DMTN	1
DMXL2	1
DNA2	1
DNAAF1	1
DNAAF2	1
DNAAF3	1
DNAH1	1
DNAH10	1
DNAH11	1
DNAH12	1
DNAH14	1
DNAH17	1
DNAH2	1
DNAH3	1
DNAH5	1
DNAH6	1
DNAH7	1
DNAH8	1
DNAH9	1
DNAI1	1
DNAI2	1
DNAJA1	1
DNAJA2	1
DNAJA3	1
DNAJA4	1
DNAJB1	1
DNAJB11	1
DNAJB12	1
DNAJB13	1
DNAJB14	1
DNAJB2	1
DNAJB4	1
DNAJB5	1
DNAJB6	1
DNAJB7	1
DNAJB8	1
DNAJB9	1
DNAJC1	1
DNAJC10	1
DNAJC11	1
DNAJC13	1
DNAJC14	1
DNAJC15	1
DNAJC16	1
DNAJC17	1
DNAJC18	1
DNAJC19	1
DNAJC2	1
DNAJC21	1
DNAJC22	1
DNAJC24	1
DNAJC25	1
DNAJC27	1
DNAJC3	1
DNAJC30	1
DNAJC4	1
DNAJC5	1
DNAJC5B	1
DNAJC5G	1
DNAJC6	1
DNAJC7	1
DNAJC8	1
DNAJC9	1
DNAL4	1
DNALI1	1
DNASE1	1
DNASE1L1	1
DNASE1L2	1
DNASE1L3	1
DNASE2	1
DNASE2B	1
DND1	1
DNER	1
DNHD1	1
DNLZ	1
DNM1	1
DNM1L	1
DNM2	1
DNM3	1
DNMBP	1
DNMT1	1
DNMT3A	1
DNMT3B	1
DNMT3L	1
DNPEP	1
DNPH1	1
DNTT	1
DNTTIP1	1
DNTTIP2	1
DOC2A	1
DOC2B	1
DOCK1	1
DOCK10	1
DOCK11	1
DOCK2	1
DOCK3	1
DOCK4	1
DOCK5	1
DOCK6	1
DOCK7	1
DOCK8	1
DOCK9	1
DOHH	1
DOK1	1
DOK2	1
DOK3	1
DOK4	1
DOK5	1
DOK6	1
DOK7	1
DOLK	1
DOLPP1	1
DONSON	1
DOPEY1	1
DOPEY2	1
DOT1L	1
DPAGT1	1
DPCD	1
DPCR1	1
DPEP1	1
DPEP2	1
DPEP3	1
DPF1	1
DPF2	1
DPF3	1
DPH1	1
DPH2	1
DPH3	1
DPH5	1
DPH6	1
DPH7	1
DPM1	1
DPM2	1
DPM3	1
DPP10	1
DPP3	1
DPP4	1
DPP6	1
DPP7	1
DPP8	1
DPP9	1
DPPA2	1
DPPA3	1
DPPA4	1
DPPA5	1
DPRX	1
DPT	1
DPY19L1	1
DPY19L2	1
DPY19L3	1
DPY19L4	1
DPY30	1
DPYD	1
DPYS	1
DPYSL2	1
DPYSL3	1
DPYSL4	1
DPYSL5	1
DQX1	1
DR1	1
DRAM1	1
DRAM2	1
DRAP1	1
DRAXIN	1
DRC1	1
DRD1	1
DRD2	1
DRD3	1
DRD4	1
DRD5	1
DRG1	1
DRG2	1
DRGX	1
DROSHA	1
DRP2	1
DSC1	1
DSC2	1
DSC3	1
DSCAM	1
DSCAML1	1
DSCC1	1
DSCR3	1
DSE	1
DSEL	1
DSG1	1
DSG2	1
DSG3	1
DSG4	1
DSN1	1
DSP	1
DSPP	1
DST	1
DSTN	1
DSTYK	1
DTD1	1
DTD2	1
DTHD1	1
DTL	1
DTNA	1
DTNB	1
DTNBP1	1
DTX1	1
DTX2	1
DTX3	1
DTX3L	1
DTX4	1
DTYMK	1
DUOX1	1
DUOX2	1
DUOXA1	1
DUOXA2	1
DUPD1	1
DUS1L	1
DUS2	1
DUS3L	1
DUS4L	1
DUSP1	1
DUSP10	1
DUSP11	1
DUSP12	1
DUSP13	1
DUSP14	1
DUSP15	1
DUSP16	1
DUSP18	1
DUSP19	1
DUSP2	1
DUSP21	1
DUSP22	1
DUSP23	1
DUSP26	1
DUSP28	1
DUSP3	1
DUSP4	1
DUSP5	1
DUSP6	1
DUSP7	1
DUSP8	1
DUSP9	1
DUT	1
DUX4	1
DUX4L2	1
DUX4L3	1
DUX4L4	1
DUX4L5	1
DUX4L6	1
DUX4L7	1
DUXA	1
DVL1	1
DVL2	1
DVL3	1
DXO	1
DYM	1
DYNAP	1
DYNC1H1	1
DYNC1I1	1
DYNC1I2	1
DYNC1LI1	1
DYNC1LI2	1
DYNC2H1	1
DYNC2LI1	1
DYNLL1	1
DYNLL2	1
DYNLRB1	1
DYNLRB2	1
DYNLT1	1
DYNLT3	1
DYRK1A	1
DYRK1B	1
DYRK2	1
DYRK3	1
DYRK4	1
DYSF	1
DYTN	1
DYX1C1	1
DZANK1	1
DZIP1	1
DZIP1L	1
DZIP3	1
E2F1	1
E2F2	1
E2F3	1
E2F4	1
E2F5	1
E2F6	1
E2F7	1
E2F8	1
E4F1	1
EAF1	1
EAF2	1
EAPP	1
EARS2	1
EBAG9	1
EBF1	1
EBF2	1
EBF3	1
EBF4	1
EBI3	1
EBNA1BP2	1
EBP	1
EBPL	1
ECD	1
ECE1	1
ECE2	1
ECEL1	1
ECH1	1
ECHDC1	1
ECHDC2	1
ECHDC3	1
ECHS1	1
ECI1	1
ECI2	1
ECM1	1
ECM2	1
ECSCR	1
ECSIT	1
ECT2	1
ECT2L	1
EDA	1
EDA2R	1
EDAR	1
EDARADD	1
EDC3	1
EDC4	1
EDDM3A	1
EDDM3B	1
EDEM1	1
EDEM2	1
EDEM3	1
EDF1	1
EDIL3	1
EDN1	1
EDN2	1
EDN3	1
EDNRA	1
EDNRB	1
EEA1	1
EED	1
EEF1A1	1
EEF1A2	1
EEF1B2	1
EEF1D	1
EEF1E1	1
EEF1G	1
EEF2	1
EEF2K	1
EEFSEC	1
EEPD1	1
EFCAB1	1
EFCAB10	1
EFCAB11	1
EFCAB12	1
EFCAB13	1
EFCAB14	1
EFCAB2	1
EFCAB3	1
EFCAB4A	1
EFCAB4B	1
EFCAB5	1
EFCAB6	1
EFCAB7	1
EFCAB8	1
EFCAB9	1
EFCC1	1
EFEMP1	1
EFEMP2	1
EFHB	1
EFHC1	1
EFHC2	1
EFHD1	1
EFHD2	1
EFNA1	1
EFNA2	1
EFNA3	1
EFNA4	1
EFNA5	1
EFNB1	1
EFNB2	1
EFNB3	1
EFR3A	1
EFS	1
EFTUD1	1
EFTUD2	1
EGF	1
EGFL6	1
EGFL7	1
EGFL8	1
EGFLAM	1
EGFR	1
EGLN1	1
EGLN2	1
EGLN3	1
EGR1	1
EGR2	1
EGR3	1
EGR4	1
EHBP1	1
EHD1	1
EHD2	1
EHD3	1
EHD4	1
EHF	1
EHHADH	1
EHMT1	1
EHMT2	1
EI24	1
EID1	1
EID2	1
EID2B	1
EID3	1
EIF1	1
EIF1AD	1
EIF1AX	1
EIF1AY	1
EIF1B	1
EIF2A	1
EIF2AK1	1
EIF2AK2	1
EIF2AK3	1
EIF2AK4	1
EIF2B1	1
EIF2B2	1
EIF2B3	1
EIF2B4	1
EIF2B5	1
EIF2D	1
EIF2S1	1
EIF2S2	1
EIF2S3	1
EIF3A	1
EIF3B	1
EIF3C	1
EIF3CL	1
EIF3D	1
EIF3E	1
EIF3F	1
EIF3G	1
EIF3H	1
EIF3I	1
EIF3J	1
EIF3K	1
EIF3L	1
EIF3M	1
EIF4A1	1
EIF4A2	1
EIF4A3	1
EIF4B	1
EIF4E	1
EIF4E1B	1
EIF4E2	1
EIF4E3	1
EIF4EBP1	1
EIF4EBP2	1
EIF4EBP3	1
EIF4ENIF1	1
EIF4G1	1
EIF4G2	1
EIF4G3	1
EIF4H	1
EIF5	1
EIF5A	1
EIF5A2	1
EIF5AL1	1
EIF5B	1
EIF6	1
ELAC1	1
ELAC2	1
ELANE	1
ELAVL1	1
ELAVL2	1
ELAVL3	1
ELAVL4	1
ELF1	1
ELF2	1
ELF3	1
ELF4	1
ELF5	1
ELFN1	1
ELFN2	1
ELK1	1
ELK3	1
ELK4	1
ELL	1
ELL2	1
ELL3	1
ELMO1	1
ELMO2	1
ELMO3	1
ELMOD1	1
ELMOD2	1
ELMOD3	1
ELMSAN1	1
ELN	1
ELOF1	1
ELOVL1	1
ELOVL2	1
ELOVL3	1
ELOVL4	1
ELOVL5	1
ELOVL6	1
ELOVL7	1
ELP2	1
ELP3	1
ELP4	1
ELP5	1
ELP6	1
ELSPBP1	1
ELTD1	1
EMB	1
EMC1	1
EMC10	1
EMC2	1
EMC3	1
EMC4	1
EMC6	1
EMC7	1
EMC8	1
EMC9	1
EMCN	1
EMD	1
EME1	1
EME2	1
EMID1	1
EMILIN1	1
EMILIN2	1
EMILIN3	1
EML1	1
EML2	1
EML3	1
EML4	1
EML5	1
EML6	1
EMP1	1
EMP2	1
EMP3	1
EMR1	1
EMR2	1
EMR3	1
EMX1	1
EMX2	1
EN1	1
EN2	1
ENAH	1
ENAM	1
ENC1	1
ENDOD1	1
ENDOG	1
ENDOU	1
ENDOV	1
ENG	1
ENGASE	1
ENHO	1
ENKD1	1
ENKUR	1
ENO1	1
ENO2	1
ENO3	1
ENO4	1
ENOPH1	1
ENOSF1	1
ENOX1	1
ENOX2	1
ENPEP	1
ENPP1	1
ENPP2	1
ENPP3	1
ENPP4	1
ENPP5	1
ENPP6	1
ENPP7	1
ENSA	1
ENTHD2	1
ENTPD1	1
ENTPD2	1
ENTPD3	1
ENTPD4	1
ENTPD5	1
ENTPD6	1
ENTPD7	1
ENTPD8	1
ENY2	1
EOGT	1
EOMES	1
EP300	1
EP400	1
EPAS1	1
EPB41	1
EPB41L1	1
EPB41L2	1
EPB41L3	1
EPB41L4A	1
EPB41L4B	1
EPB41L5	1
EPB42	1
EPC1	1
EPC2	1
EPCAM	1
EPDR1	1
EPG5	1
EPGN	1
EPHA1	1
EPHA10	1
EPHA2	1
EPHA3	1
EPHA4	1
EPHA5	1
EPHA6	1
EPHA7	1
EPHA8	1
EPHB1	1
EPHB2	1
EPHB3	1
EPHB4	1
EPHB6	1
EPHX1	1
EPHX2	1
EPHX3	1
EPHX4	1
EPM2A	1
EPM2AIP1	1
EPN1	1
EPN2	1
EPN3	1
EPO	1
EPOR	1
EPPIN	1
EPPIN-WFDC6	1
EPRS	1
EPS15	1
EPS15L1	1
EPS8	1
EPS8L1	1
EPS8L2	1
EPS8L3	1
EPT1	1
EPX	1
EPYC	1
EQTN	1
ERAL1	1
ERAP1	1
ERAP2	1
ERAS	1
ERBB2	1
ERBB2IP	1
ERBB3	1
ERBB4	1
ERC1	1
ERC2	1
ERCC1	1
ERCC2	1
ERCC3	1
ERCC4	1
ERCC5	1
ERCC6	1
ERCC6L	1
ERCC6L2	1
ERCC8	1
EREG	1
ERF	1
ERG	1
ERGIC1	1
ERGIC2	1
ERGIC3	1
ERH	1
ERI1	1
ERI2	1
ERI3	1
ERLEC1	1
ERLIN1	1
ERLIN2	1
ERMAP	1
ERMARD	1
ERMN	1
ERMP1	1
ERN1	1
ERN2	1
ERO1L	1
ERO1LB	1
ERP27	1
ERP29	1
ERP44	1
ERRFI1	1
ERV3-1	1
ERVFRD-1	1
ERVMER34-1	1
ERVV-1	1
ERVV-2	1
ERVW-1	1
ESAM	1
ESCO1	1
ESCO2	1
ESD	1
ESF1	1
ESM1	1
ESPL1	1
ESPN	1
ESR1	1
ESR2	1
ESRP1	1
ESRP2	1
ESRRA	1
ESRRB	1
ESRRG	1
ESX1	1
ESYT1	1
ESYT2	1
ESYT3	1
ETAA1	1
ETF1	1
ETFA	1
ETFB	1
ETFDH	1
ETHE1	1
ETNK1	1
ETNK2	1
ETNPPL	1
ETS1	1
ETS2	1
ETV1	1
ETV2	1
ETV3	1
ETV3L	1
ETV4	1
ETV5	1
ETV6	1
ETV7	1
EVA1A	1
EVA1B	1
EVA1C	1
EVC	1
EVC2	1
EVI2A	1
EVI2B	1
EVI5	1
EVI5L	1
EVL	1
EVPL	1
EVX1	1
EVX2	1
EWSR1	1
EXD1	1
EXD2	1
EXD3	1
EXO1	1
EXO5	1
EXOC1	1
EXOC2	1
EXOC3	1
EXOC3L1	1
EXOC3L2	1
EXOC3L4	1
EXOC4	1
EXOC5	1
EXOC6	1
EXOC6B	1
EXOC7	1
EXOC8	1
EXOG	1
EXOSC1	1
EXOSC10	1
EXOSC2	1
EXOSC3	1
EXOSC4	1
EXOSC5	1
EXOSC6	1
EXOSC7	1
EXOSC8	1
EXOSC9	1
EXPH5	1
EXT1	1
EXT2	1
EXTL1	1
EXTL2	1
EXTL3	1
EYA1	1
EYA2	1
EYA3	1
EYA4	1
EYS	1
EZH1	1
EZH2	1
EZR	1
F10	1
F11	1
F11R	1
F12	1
F13A1	1
F13B	1
F2	1
F2R	1
F2RL1	1
F2RL2	1
F2RL3	1
F3	1
F5	1
F7	1
F8	1
F8A1	1
F8A2	1
F8A3	1
F9	1
FA2H	1
FAAH	1
FAAH2	1
FABP1	1
FABP12	1
FABP2	1
FABP3	1
FABP4	1
FABP5	1
FABP6	1
FABP7	1
FABP9	1
FADD	1
FADS1	1
FADS2	1
FADS3	1
FADS6	1
FAF1	1
FAF2	1
FAH	1
FAHD1	1
FAHD2A	1
FAHD2B	1
FAIM	1
FAIM2	1
FAIM3	1
FAM101B	1
FAM103A1	1
FAM105B	1
FAM107A	1
FAM109A	1
FAM109B	1
FAM110A	1
FAM110B	1
FAM110C	1
FAM111A	1
FAM111B	1
FAM114A1	1
FAM114A2	1
FAM118A	1
FAM120A	1
FAM120B	1
FAM120C	1
FAM124B	1
FAM126A	1
FAM126B	1
FAM129A	1
FAM129B	1
FAM131A	1
FAM132A	1
FAM132B	1
FAM133B	1
FAM134A	1
FAM134B	1
FAM134C	1
FAM136A	1
FAM13A	1
FAM13B	1
FAM150A	1
FAM150B	1
FAM151A	1
FAM154A	1
FAM155A	1
FAM155B	1
FAM156A	1
FAM156B	1
FAM159A	1
FAM159B	1
FAM160A2	1
FAM161A	1
FAM162A	1
FAM162B	1
FAM163A	1
FAM163B	1
FAM166A	1
FAM168B	1
FAM169A	1
FAM170A	1
FAM171A1	1
FAM171A2	1
FAM171B	1
FAM172A	1
FAM173A	1
FAM173B	1
FAM174A	1
FAM174B	1
FAM175A	1
FAM175B	1
FAM178A	1
FAM180A	1
FAM180B	1
FAM184A	1
FAM186B	1
FAM187A	1
FAM187B	1
FAM188A	1
FAM189A1	1
FAM189A2	1
FAM189B	1
FAM192A	1
FAM193B	1
FAM198A	1
FAM198B	1
FAM19A1	1
FAM19A2	1
FAM19A3	1
FAM19A4	1
FAM19A5	1
FAM200A	1
FAM200B	1
FAM205A	1
FAM206A	1
FAM208A	1
FAM209A	1
FAM209B	1
FAM20A	1
FAM20B	1
FAM20C	1
FAM210A	1
FAM210B	1
FAM212A	1
FAM213A	1
FAM213B	1
FAM214B	1
FAM215A	1
FAM21A	1
FAM21B	1
FAM21C	1
FAM21D	1
FAM220A	1
FAM24A	1
FAM24B	1
FAM26D	1
FAM26E	1
FAM26F	1
FAM32A	1
FAM3A	1
FAM3B	1
FAM3C	1
FAM3D	1
FAM46A	1
FAM47E-STBD1	1
FAM49A	1
FAM49B	1
FAM50A	1
FAM50B	1
FAM53A	1
FAM57A	1
FAM57B	1
FAM60A	1
FAM63A	1
FAM64A	1
FAM65A	1
FAM65B	1
FAM69A	1
FAM69B	1
FAM69C	1
FAM71A	1
FAM71B	1
FAM71D	1
FAM72A	1
FAM73A	1
FAM73B	1
FAM76B	1
FAM81B	1
FAM83D	1
FAM83H	1
FAM84B	1
FAM86A	1
FAM89B	1
FAM8A1	1
FAM90A1	1
FAM96A	1
FAM96B	1
FAM98A	1
FAM98B	1
FAM9A	1
FAM9B	1
FAM9C	1
FAN1	1
FANCA	1
FANCB	1
FANCC	1
FANCD2	1
FANCE	1
FANCF	1
FANCG	1
FANCI	1
FANCL	1
FANCM	1
FANK1	1
FAP	1
FAR1	1
FAR2	1
FARP1	1
FARP2	1
FARS2	1
FARSA	1
FARSB	1
FAS	1
FASLG	1
FASN	1
FASTK	1
FASTKD1	1
FASTKD2	1
FASTKD3	1
FASTKD5	1
FAT1	1
FAT2	1
FAT3	1
FAT4	1
FATE1	1
FAU	1
FAXC	1
FAXDC2	1
FBF1	1
FBL	1
FBLIM1	1
FBLL1	1
FBLN1	1
FBLN2	1
FBLN5	1
FBLN7	1
FBN1	1
FBN2	1
FBN3	1
FBP1	1
FBP2	1
FBRSL1	1
FBXL12	1
FBXL14	1
FBXL15	1
FBXL19	1
FBXL2	1
FBXL20	1
FBXL22	1
FBXL3	1
FBXL4	1
FBXL5	1
FBXL6	1
FBXL7	1
FBXL8	1
FBXO10	1
FBXO11	1
FBXO15	1
FBXO17	1
FBXO18	1
FBXO2	1
FBXO21	1
FBXO22	1
FBXO24	1
FBXO25	1
FBXO27	1
FBXO3	1
FBXO30	1
FBXO31	1
FBXO32	1
FBXO33	1
FBXO38	1
FBXO4	1
FBXO40	1
FBXO43	1
FBXO44	1
FBXO45	1
FBXO46	1
FBXO5	1
FBXO6	1
FBXO7	1
FBXO8	1
FBXO9	1
FBXW11	1
FBXW2	1
FBXW4	1
FBXW5	1
FBXW7	1
FBXW8	1
FBXW9	1
FCAMR	1
FCAR	1
FCER1A	1
FCER1G	1
FCER2	1
FCF1	1
FCGBP	1
FCGR1A	1
FCGR1B	1
FCGR2A	1
FCGR2B	1
FCGR3A	1
FCGR3B	1
FCGRT	1
FCHO1	1
FCHO2	1
FCHSD2	1
FCN1	1
FCN2	1
FCN3	1
FCRL1	1
FCRL2	1
FCRL3	1
FCRL4	1
FCRL5	1
FCRL6	1
FCRLA	1
FCRLB	1
FDCSP	1
FDFT1	1
FDPS	1
FDX1	1
FDX1L	1
FDXACB1	1
FDXR	1
FECH	1
FEM1A	1
FEM1B	1
FEM1C	1
FEN1	1
FER	1
FER1L6	1
FERD3L	1
FERMT1	1
FERMT2	1
FERMT3	1
FES	1
FETUB	1
FEV	1
FEZ1	1
FEZ2	1
FEZF1	1
FEZF2	1
FFAR1	1
FFAR2	1
FFAR3	1
FFAR4	1
FGA	1
FGB	1
FGD1	1
FGD2	1
FGD3	1
FGD4	1
FGD5	1
FGD6	1
FGF1	1
FGF10	1
FGF11	1
FGF12	1
FGF13	1
FGF14	1
FGF17	1
FGF18	1
FGF19	1
FGF2	1
FGF20	1
FGF21	1
FGF22	1
FGF23	1
FGF3	1
FGF4	1
FGF5	1
FGF6	1
FGF7	1
FGF8	1
FGF9	1
FGFBP1	1
FGFBP2	1
FGFBP3	1
FGFR1	1
FGFR1OP	1
FGFR1OP2	1
FGFR2	1
FGFR3	1
FGFR4	1
FGFRL1	1
FGG	1
FGGY	1
FGL1	1
FGL2	1
FGR	1
FH	1
FHIT	1
FHL1	1
FHL2	1
FHL3	1
FHL5	1
FHOD1	1
FHOD3	1
FIBCD1	1
FIBIN	1
FIBP	1
FICD	1
FIG4	1
FIGF	1
FIGLA	1
FIGN	1
FIGNL1	1
FILIP1L	1
FIP1L1	1
FIS1	1
FITM1	1
FITM2	1
FIZ1	1
FJX1	1
FKBP10	1
FKBP11	1
FKBP14	1
FKBP15	1
FKBP1A	1
FKBP1B	1
FKBP2	1
FKBP3	1
FKBP4	1
FKBP5	1
FKBP6	1
FKBP7	1
FKBP8	1
FKBP9	1
FKBPL	1
FKRP	1
FKTN	1
FLAD1	1
FLCN	1
FLG	1
FLG2	1
FLI1	1
FLII	1
FLNA	1
FLNB	1
FLNC	1
FLOT1	1
FLOT2	1
FLRT1	1
FLRT2	1
FLRT3	1
FLT1	1
FLT3	1
FLT3LG	1
FLT4	1
FLVCR1	1
FLVCR2	1
FLYWCH1	1
FLYWCH2	1
FMN1	1
FMN2	1
FMNL1	1
FMNL2	1
FMNL3	1
FMO1	1
FMO2	1
FMO3	1
FMO4	1
FMO5	1
FMO6P	1
FMOD	1
FMR1	1
FMR1NB	1
FN1	1
FN3K	1
FN3KRP	1
FNBP1	1
FNBP1L	1
FNBP4	1
FNDC1	1
FNDC3A	1
FNDC3B	1
FNDC4	1
FNDC5	1
FNDC7	1
FNDC8	1
FNDC9	1
FNIP1	1
FNIP2	1
FNTA	1
FNTB	1
FOCAD	1
FOLH1	1
FOLR1	1
FOLR2	1
FOLR3	1
FOLR4	1
FOPNL	1
FOS	1
FOSB	1
FOSL1	1
FOSL2	1
FOXA1	1
FOXA2	1
FOXA3	1
FOXB1	1
FOXB2	1
FOXC1	1
FOXC2	1
FOXD2	1
FOXD3	1
FOXD4	1
FOXD4L1	1
FOXD4L2	1
FOXD4L3	1
FOXD4L4	1
FOXD4L5	1
FOXD4L6	1
FOXE1	1
FOXE3	1
FOXF1	1
FOXF2	1
FOXG1	1
FOXH1	1
FOXI1	1
FOXI2	1
FOXJ1	1
FOXJ2	1
FOXJ3	1
FOXK1	1
FOXK2	1
FOXL1	1
FOXL2	1
FOXM1	1
FOXN1	1
FOXN2	1
FOXN3	1
FOXN4	1
FOXO1	1
FOXO3	1
FOXO4	1
FOXP1	1
FOXP2	1
FOXP3	1
FOXP4	1
FOXQ1	1
FOXR1	1
FOXR2	1
FOXRED1	1
FOXRED2	1
FOXS1	1
FPGS	1
FPGT	1
FPR1	1
FPR2	1
FPR3	1
FRA10AC1	1
FRAS1	1
FRAT1	1
FRAT2	1
FREM1	1
FREM2	1
FREM3	1
FRG1	1
FRG2	1
FRG2B	1
FRG2C	1
FRK	1
FRMD1	1
FRMD3	1
FRMD4A	1
FRMD4B	1
FRMD5	1
FRMD6	1
FRMD7	1
FRMD8	1
FRMPD1	1
FRMPD2	1
FRMPD3	1
FRMPD4	1
FRRS1	1
FRRS1L	1
FRS2	1
FRS3	1
FRY	1
FRYL	1
FRZB	1
FSBP	1
FSCB	1
FSCN1	1
FSCN2	1
FSCN3	1
